id,rule,severity,component,project,hash,message,resolution,status,effort,debt,author,creationDate,updateDate,closeDate,type,organization,cleanCodeAttribute,cleanCodeAttributeCategory,tags,impacts
AZgQN12yQ0DfBZIF2SIG,java:S1598,CRITICAL,Jayak-Patel_spring-integration-samples:basic/jms/src/main/java/org/springframework/integration/samples/jms/Main.java,Jayak-Patel_spring-integration-samples,85e34fae419186e479f8aa36d9b67421,"File path ""/tmp/clone679835341612839641/basic/jms/src/main/java/org/springframework/integration/samples/jms"" should match package name ""org.springframework.integration.sts"". Move the file or change the package name.",,OPEN,5min,5min,jayakpatel1@gmail.com,2025-07-15T22:31:22+0000,2025-07-15T22:31:22+0000,,CODE_SMELL,jayak-patel,CONVENTIONAL,CONSISTENT,"[""pitfall""]","[{""softwareQuality"": ""MAINTAINABILITY"", ""severity"": ""HIGH""}]"
AZgQN13UQ0DfBZIF2SII,java:S1598,CRITICAL,Jayak-Patel_spring-integration-samples:basic/jms/src/test/java/org/springframework/integration/samples/jms/AggregatorDemoTest.java,Jayak-Patel_spring-integration-samples,85e34fae419186e479f8aa36d9b67421,"File path ""/tmp/clone679835341612839641/basic/jms/src/test/java/org/springframework/integration/samples/jms"" should match package name ""org.springframework.integration.sts"". Move the file or change the package name.",,OPEN,5min,5min,jayakpatel1@gmail.com,2025-07-15T22:31:22+0000,2025-07-15T22:31:22+0000,,CODE_SMELL,jayak-patel,CONVENTIONAL,CONSISTENT,"[""pitfall""]","[{""softwareQuality"": ""MAINTAINABILITY"", ""severity"": ""HIGH""}]"
AZgQN13IQ0DfBZIF2SIH,java:S1598,CRITICAL,Jayak-Patel_spring-integration-samples:basic/jms/src/test/java/org/springframework/integration/samples/jms/ChannelAdapterDemoTest.java,Jayak-Patel_spring-integration-samples,85e34fae419186e479f8aa36d9b67421,"File path ""/tmp/clone679835341612839641/basic/jms/src/test/java/org/springframework/integration/samples/jms"" should match package name ""org.springframework.integration.sts"". Move the file or change the package name.",,OPEN,5min,5min,jayakpatel1@gmail.com,2025-07-15T22:31:22+0000,2025-07-15T22:31:22+0000,,CODE_SMELL,jayak-patel,CONVENTIONAL,CONSISTENT,"[""pitfall""]","[{""softwareQuality"": ""MAINTAINABILITY"", ""severity"": ""HIGH""}]"
AZgQN13hQ0DfBZIF2SIJ,java:S1598,CRITICAL,Jayak-Patel_spring-integration-samples:basic/jms/src/test/java/org/springframework/integration/samples/jms/GatewayDemoTest.java,Jayak-Patel_spring-integration-samples,85e34fae419186e479f8aa36d9b67421,"File path ""/tmp/clone679835341612839641/basic/jms/src/test/java/org/springframework/integration/samples/jms"" should match package name ""org.springframework.integration.sts"". Move the file or change the package name.",,OPEN,5min,5min,jayakpatel1@gmail.com,2025-07-15T22:31:22+0000,2025-07-15T22:31:22+0000,,CODE_SMELL,jayak-patel,CONVENTIONAL,CONSISTENT,"[""pitfall""]","[{""softwareQuality"": ""MAINTAINABILITY"", ""severity"": ""HIGH""}]"
AZgQN1thQ0DfBZIF2SH-,java:S1598,CRITICAL,Jayak-Patel_spring-integration-samples:basic/jpa/src/main/java/org/springframework/integration/samples/jpa/Main.java,Jayak-Patel_spring-integration-samples,85e34fae419186e479f8aa36d9b67421,"File path ""/tmp/clone679835341612839641/basic/jpa/src/main/java/org/springframework/integration/samples/jpa"" should match package name ""org.springframework.integration.sts"". Move the file or change the package name.",,OPEN,5min,5min,jayakpatel1@gmail.com,2025-07-15T22:31:22+0000,2025-07-15T22:31:22+0000,,CODE_SMELL,jayak-patel,CONVENTIONAL,CONSISTENT,"[""pitfall""]","[{""softwareQuality"": ""MAINTAINABILITY"", ""severity"": ""HIGH""}]"
AZgQN15uQ0DfBZIF2SIK,java:S1598,CRITICAL,Jayak-Patel_spring-integration-samples:basic/mongodb/src/main/java/org/springframework/integration/samples/mongodb/util/DemoUtils.java,Jayak-Patel_spring-integration-samples,85e34fae419186e479f8aa36d9b67421,"File path ""/tmp/clone679835341612839641/basic/mongodb/src/main/java/org/springframework/integration/samples/mongodb/util"" should match package name ""org.springframework.integration.sts"". Move the file or change the package name.",,OPEN,5min,5min,jayakpatel1@gmail.com,2025-07-15T22:31:22+0000,2025-07-15T22:31:22+0000,,CODE_SMELL,jayak-patel,CONVENTIONAL,CONSISTENT,"[""pitfall""]","[{""softwareQuality"": ""MAINTAINABILITY"", ""severity"": ""HIGH""}]"
AZgQN1vhQ0DfBZIF2SIB,java:S1598,CRITICAL,Jayak-Patel_spring-integration-samples:basic/mqtt/src/test/java/org/springframework/integration/samples/mqtt/BrokerRunning.java,Jayak-Patel_spring-integration-samples,85e34fae419186e479f8aa36d9b67421,"File path ""/tmp/clone679835341612839641/basic/mqtt/src/test/java/org/springframework/integration/samples/mqtt"" should match package name ""org.springframework.integration.sts"". Move the file or change the package name.",,OPEN,5min,5min,jayakpatel1@gmail.com,2025-07-15T22:31:22+0000,2025-07-15T22:31:22+0000,,CODE_SMELL,jayak-patel,CONVENTIONAL,CONSISTENT,"[""pitfall""]","[{""softwareQuality"": ""MAINTAINABILITY"", ""severity"": ""HIGH""}]"
AZgQN1uRQ0DfBZIF2SH_,java:S1598,CRITICAL,Jayak-Patel_spring-integration-samples:basic/tcp-amqp/src/main/java/org/springframework/integration/samples/tcpamqp/Main.java,Jayak-Patel_spring-integration-samples,85e34fae419186e479f8aa36d9b67421,"File path ""/tmp/clone679835341612839641/basic/tcp-amqp/src/main/java/org/springframework/integration/samples/tcpamqp"" should match package name ""org.springframework.integration.sts"". Move the file or change the package name.",,OPEN,5min,5min,jayakpatel1@gmail.com,2025-07-15T22:31:22+0000,2025-07-15T22:31:22+0000,,CODE_SMELL,jayak-patel,CONVENTIONAL,CONSISTENT,"[""pitfall""]","[{""softwareQuality"": ""MAINTAINABILITY"", ""severity"": ""HIGH""}]"
AZgQN16TQ0DfBZIF2SIL,java:S1598,CRITICAL,Jayak-Patel_spring-integration-samples:basic/tcp-broadcast/src/main/java/org/springframework/integration/samples/tcpbroadcast/TcpBroadcastApplication.java,Jayak-Patel_spring-integration-samples,85e34fae419186e479f8aa36d9b67421,"File path ""/tmp/clone679835341612839641/basic/tcp-broadcast/src/main/java/org/springframework/integration/samples/tcpbroadcast"" should match package name ""org.springframework.integration.sts"". Move the file or change the package name.",,OPEN,5min,5min,jayakpatel1@gmail.com,2025-07-15T22:31:22+0000,2025-07-15T22:31:22+0000,,CODE_SMELL,jayak-patel,CONVENTIONAL,CONSISTENT,"[""pitfall""]","[{""softwareQuality"": ""MAINTAINABILITY"", ""severity"": ""HIGH""}]"
AZgQN1sbQ0DfBZIF2SH9,java:S1598,CRITICAL,Jayak-Patel_spring-integration-samples:basic/tcp-client-server/src/main/java/org/springframework/integration/samples/tcpclientserver/Main.java,Jayak-Patel_spring-integration-samples,85e34fae419186e479f8aa36d9b67421,"File path ""/tmp/clone679835341612839641/basic/tcp-client-server/src/main/java/org/springframework/integration/samples/tcpclientserver"" should match package name ""org.springframework.integration.sts"". Move the file or change the package name.",,OPEN,5min,5min,jayakpatel1@gmail.com,2025-07-15T22:31:22+0000,2025-07-15T22:31:22+0000,,CODE_SMELL,jayak-patel,CONVENTIONAL,CONSISTENT,"[""pitfall""]","[{""softwareQuality"": ""MAINTAINABILITY"", ""severity"": ""HIGH""}]"
AZgQN16-Q0DfBZIF2SIM,java:S1598,CRITICAL,Jayak-Patel_spring-integration-samples:basic/tcp-with-headers/src/main/java/org/springframework/integration/samples/tcpheaders/TcpWithHeadersApplication.java,Jayak-Patel_spring-integration-samples,85e34fae419186e479f8aa36d9b67421,"File path ""/tmp/clone679835341612839641/basic/tcp-with-headers/src/main/java/org/springframework/integration/samples/tcpheaders"" should match package name ""org.springframework.integration.sts"". Move the file or change the package name.",,OPEN,5min,5min,jayakpatel1@gmail.com,2025-07-15T22:31:22+0000,2025-07-15T22:31:22+0000,,CODE_SMELL,jayak-patel,CONVENTIONAL,CONSISTENT,"[""pitfall""]","[{""softwareQuality"": ""MAINTAINABILITY"", ""severity"": ""HIGH""}]"
AZgQN10_Q0DfBZIF2SIF,java:S1598,CRITICAL,Jayak-Patel_spring-integration-samples:basic/testing-examples/src/main/java/org/springframework/integration/samples/testing/externalgateway/WeatherMarshaller.java,Jayak-Patel_spring-integration-samples,507fb3d1d8bcd98369200de965b8bf41,"File path ""/tmp/clone679835341612839641/basic/testing-examples/src/main/java/org/springframework/integration/samples/testing/externalgateway"" should match package name ""org.springframework.integration.samples.tcpheaders"". Move the file or change the package name.",,OPEN,5min,5min,jayakpatel1@gmail.com,2025-07-15T22:31:22+0000,2025-07-15T22:31:22+0000,,CODE_SMELL,jayak-patel,CONVENTIONAL,CONSISTENT,"[""pitfall""]","[{""softwareQuality"": ""MAINTAINABILITY"", ""severity"": ""HIGH""}]"
AZgQN1psQ0DfBZIF2SH0,java:S1598,CRITICAL,Jayak-Patel_spring-integration-samples:basic/zip/src/main/java/org/springframework/integration/samples/zip/SpringIntegrationUtils.java,Jayak-Patel_spring-integration-samples,f896820a6b06e1fee5eee62a2bf7ca56,"File path ""/tmp/clone679835341612839641/basic/zip/src/main/java/org/springframework/integration/samples/zip"" should match package name ""org.springframework.integration.samples.mailattachments.support"". Move the file or change the package name.",,OPEN,5min,5min,jayakpatel1@gmail.com,2025-07-15T22:31:22+0000,2025-07-15T22:31:22+0000,,CODE_SMELL,jayak-patel,CONVENTIONAL,CONSISTENT,"[""pitfall""]","[{""softwareQuality"": ""MAINTAINABILITY"", ""severity"": ""HIGH""}]"
AZgQN1psQ0DfBZIF2SH1,java:S1192,CRITICAL,Jayak-Patel_spring-integration-samples:basic/zip/src/main/java/org/springframework/integration/samples/zip/SpringIntegrationUtils.java,Jayak-Patel_spring-integration-samples,b36e97b105e422649d2103d88277806a,"Define a constant instead of duplicating this literal ""Exception details:"" 5 times.",,OPEN,12min,12min,jayakpatel1@gmail.com,2025-07-15T22:31:22+0000,2025-07-15T22:31:22+0000,,CODE_SMELL,jayak-patel,DISTINCT,ADAPTABLE,"[""design""]","[{""softwareQuality"": ""MAINTAINABILITY"", ""severity"": ""HIGH""}]"
AZgQN1psQ0DfBZIF2SH2,java:S6201,MINOR,Jayak-Patel_spring-integration-samples:basic/zip/src/main/java/org/springframework/integration/samples/zip/SpringIntegrationUtils.java,Jayak-Patel_spring-integration-samples,9804fe1ca66394ee9f6256aee34d35c9,Replace this instanceof check and cast with 'instanceof Multipart multipart',,OPEN,5min,5min,jayakpatel1@gmail.com,2025-07-15T22:31:22+0000,2025-07-15T22:31:22+0000,,CODE_SMELL,jayak-patel,CLEAR,INTENTIONAL,"[""java16""]","[{""softwareQuality"": ""MAINTAINABILITY"", ""severity"": ""LOW""}]"
AZgQN1psQ0DfBZIF2SH8,javasecurity:S5145,MINOR,Jayak-Patel_spring-integration-samples:basic/zip/src/main/java/org/springframework/integration/samples/zip/SpringIntegrationUtils.java,Jayak-Patel_spring-integration-samples,f30618a6779beda24ce9a11d9f71744e,Change this code to not log user-controlled data.,,OPEN,30min,30min,jayakpatel1@gmail.com,2025-07-15T22:31:22+0000,2025-07-15T22:31:22+0000,,VULNERABILITY,jayak-patel,COMPLETE,INTENTIONAL,"[""cwe""]","[{""softwareQuality"": ""SECURITY"", ""severity"": ""LOW""}]"
AZgQN1psQ0DfBZIF2SH3,java:S6201,MINOR,Jayak-Patel_spring-integration-samples:basic/zip/src/main/java/org/springframework/integration/samples/zip/SpringIntegrationUtils.java,Jayak-Patel_spring-integration-samples,5cb6800c6e6dca94f6ab15379b116545,Replace this instanceof check and cast with 'instanceof InputStream inputstream',,OPEN,5min,5min,jayakpatel1@gmail.com,2025-07-15T22:31:22+0000,2025-07-15T22:31:22+0000,,CODE_SMELL,jayak-patel,CLEAR,INTENTIONAL,"[""java16""]","[{""softwareQuality"": ""MAINTAINABILITY"", ""severity"": ""LOW""}]"
AZgQN1psQ0DfBZIF2SH4,java:S6201,MINOR,Jayak-Patel_spring-integration-samples:basic/zip/src/main/java/org/springframework/integration/samples/zip/SpringIntegrationUtils.java,Jayak-Patel_spring-integration-samples,862588c5e97318bbd99eeca49b99f48b,Replace this instanceof check and cast with 'instanceof Message message',,OPEN,5min,5min,jayakpatel1@gmail.com,2025-07-15T22:31:22+0000,2025-07-15T22:31:22+0000,,CODE_SMELL,jayak-patel,CLEAR,INTENTIONAL,"[""java16""]","[{""softwareQuality"": ""MAINTAINABILITY"", ""severity"": ""LOW""}]"
AZgQN1psQ0DfBZIF2SH5,java:S6201,MINOR,Jayak-Patel_spring-integration-samples:basic/zip/src/main/java/org/springframework/integration/samples/zip/SpringIntegrationUtils.java,Jayak-Patel_spring-integration-samples,9804fe1ca66394ee9f6256aee34d35c9,Replace this instanceof check and cast with 'instanceof Multipart multipart',,OPEN,5min,5min,jayakpatel1@gmail.com,2025-07-15T22:31:22+0000,2025-07-15T22:31:22+0000,,CODE_SMELL,jayak-patel,CLEAR,INTENTIONAL,"[""java16""]","[{""softwareQuality"": ""MAINTAINABILITY"", ""severity"": ""LOW""}]"
AZgQN1psQ0DfBZIF2SH6,java:S1905,MINOR,Jayak-Patel_spring-integration-samples:basic/zip/src/main/java/org/springframework/integration/samples/zip/SpringIntegrationUtils.java,Jayak-Patel_spring-integration-samples,d778ff5953c865f6068d628704d37511,"Remove this unnecessary cast to ""Object"".",,OPEN,5min,5min,jayakpatel1@gmail.com,2025-07-15T22:31:22+0000,2025-07-15T22:31:22+0000,,CODE_SMELL,jayak-patel,CLEAR,INTENTIONAL,"[""clumsy"", ""redundant""]","[{""softwareQuality"": ""MAINTAINABILITY"", ""severity"": ""LOW""}]"
AZgQN1psQ0DfBZIF2SH7,javasecurity:S5145,MINOR,Jayak-Patel_spring-integration-samples:basic/zip/src/main/java/org/springframework/integration/samples/zip/SpringIntegrationUtils.java,Jayak-Patel_spring-integration-samples,16b91f92e2cbcab3d6bcf976b6cf3239,Change this code to not log user-controlled data.,,OPEN,30min,30min,jayakpatel1@gmail.com,2025-07-15T22:31:22+0000,2025-07-15T22:31:22+0000,,VULNERABILITY,jayak-patel,COMPLETE,INTENTIONAL,"[""cwe""]","[{""softwareQuality"": ""SECURITY"", ""severity"": ""LOW""}]"
AZgQN19LQ0DfBZIF2SIN,java:S1598,CRITICAL,Jayak-Patel_spring-integration-samples:dsl/cafe-dsl/src/main/java/org/springframework/integration/samples/dsl/cafe/lambda/Application.java,Jayak-Patel_spring-integration-samples,85e34fae419186e479f8aa36d9b67421,"File path ""/tmp/clone679835341612839641/dsl/cafe-dsl/src/main/java/org/springframework/integration/samples/dsl/cafe/lambda"" should match package name ""org.springframework.integration.sts"". Move the file or change the package name.",,OPEN,5min,5min,jayakpatel1@gmail.com,2025-07-15T22:31:22+0000,2025-07-15T22:31:22+0000,,CODE_SMELL,jayak-patel,CONVENTIONAL,CONSISTENT,"[""pitfall""]","[{""softwareQuality"": ""MAINTAINABILITY"", ""severity"": ""HIGH""}]"
AZgQN2G9Q0DfBZIF2SIe,java:S1598,CRITICAL,Jayak-Patel_spring-integration-samples:intermediate/dynamic-poller/src/main/java/org/springframework/integration/samples/poller/Main.java,Jayak-Patel_spring-integration-samples,85e34fae419186e479f8aa36d9b67421,"File path ""/tmp/clone679835341612839641/intermediate/dynamic-poller/src/main/java/org/springframework/integration/samples/poller"" should match package name ""org.springframework.integration.sts"". Move the file or change the package name.",,OPEN,5min,5min,jayakpatel1@gmail.com,2025-07-15T22:31:22+0000,2025-07-15T22:31:22+0000,,CODE_SMELL,jayak-patel,CONVENTIONAL,CONSISTENT,"[""pitfall""]","[{""softwareQuality"": ""MAINTAINABILITY"", ""severity"": ""HIGH""}]"
AZgQN2IJQ0DfBZIF2SIg,java:S1598,CRITICAL,Jayak-Patel_spring-integration-samples:intermediate/mail-attachments/src/main/java/org/springframework/integration/samples/mailattachments/support/EmailParserUtils.java,Jayak-Patel_spring-integration-samples,85e34fae419186e479f8aa36d9b67421,"File path ""/tmp/clone679835341612839641/intermediate/mail-attachments/src/main/java/org/springframework/integration/samples/mailattachments/support"" should match package name ""org.springframework.integration.sts"". Move the file or change the package name.",,OPEN,5min,5min,jayakpatel1@gmail.com,2025-07-15T22:31:22+0000,2025-07-15T22:31:22+0000,,CODE_SMELL,jayak-patel,CONVENTIONAL,CONSISTENT,"[""pitfall""]","[{""softwareQuality"": ""MAINTAINABILITY"", ""severity"": ""HIGH""}]"
AZgQN2EmQ0DfBZIF2SIa,java:S1598,CRITICAL,Jayak-Patel_spring-integration-samples:intermediate/rest-http/src/test/java/org/springframework/integration/samples/rest/RestHttpClientTest.java,Jayak-Patel_spring-integration-samples,85e34fae419186e479f8aa36d9b67421,"File path ""/tmp/clone679835341612839641/intermediate/rest-http/src/test/java/org/springframework/integration/samples/rest"" should match package name ""org.springframework.integration.sts"". Move the file or change the package name.",,OPEN,5min,5min,jayakpatel1@gmail.com,2025-07-15T22:31:22+0000,2025-07-15T22:31:22+0000,,CODE_SMELL,jayak-patel,CONVENTIONAL,CONSISTENT,"[""pitfall""]","[{""softwareQuality"": ""MAINTAINABILITY"", ""severity"": ""HIGH""}]"
AZgQN2AvQ0DfBZIF2SIY,java:S1598,CRITICAL,Jayak-Patel_spring-integration-samples:intermediate/retry-and-more/src/main/java/org/springframework/integration/samples/advice/CircuitBreakerDemo.java,Jayak-Patel_spring-integration-samples,85e34fae419186e479f8aa36d9b67421,"File path ""/tmp/clone679835341612839641/intermediate/retry-and-more/src/main/java/org/springframework/integration/samples/advice"" should match package name ""org.springframework.integration.sts"". Move the file or change the package name.",,OPEN,5min,5min,jayakpatel1@gmail.com,2025-07-15T22:31:22+0000,2025-07-15T22:31:22+0000,,CODE_SMELL,jayak-patel,CONVENTIONAL,CONSISTENT,"[""pitfall""]","[{""softwareQuality"": ""MAINTAINABILITY"", ""severity"": ""HIGH""}]"
AZgQN2ALQ0DfBZIF2SIV,java:S1598,CRITICAL,Jayak-Patel_spring-integration-samples:intermediate/retry-and-more/src/main/java/org/springframework/integration/samples/advice/FileTransferDeleteAfterSuccessDemo.java,Jayak-Patel_spring-integration-samples,85e34fae419186e479f8aa36d9b67421,"File path ""/tmp/clone679835341612839641/intermediate/retry-and-more/src/main/java/org/springframework/integration/samples/advice"" should match package name ""org.springframework.integration.sts"". Move the file or change the package name.",,OPEN,5min,5min,jayakpatel1@gmail.com,2025-07-15T22:31:22+0000,2025-07-15T22:31:22+0000,,CODE_SMELL,jayak-patel,CONVENTIONAL,CONSISTENT,"[""pitfall""]","[{""softwareQuality"": ""MAINTAINABILITY"", ""severity"": ""HIGH""}]"
AZgQN2AXQ0DfBZIF2SIW,java:S1598,CRITICAL,Jayak-Patel_spring-integration-samples:intermediate/retry-and-more/src/main/java/org/springframework/integration/samples/advice/FileTransferRenameAfterFailureDemo.java,Jayak-Patel_spring-integration-samples,85e34fae419186e479f8aa36d9b67421,"File path ""/tmp/clone679835341612839641/intermediate/retry-and-more/src/main/java/org/springframework/integration/samples/advice"" should match package name ""org.springframework.integration.sts"". Move the file or change the package name.",,OPEN,5min,5min,jayakpatel1@gmail.com,2025-07-15T22:31:22+0000,2025-07-15T22:31:22+0000,,CODE_SMELL,jayak-patel,CONVENTIONAL,CONSISTENT,"[""pitfall""]","[{""softwareQuality"": ""MAINTAINABILITY"", ""severity"": ""HIGH""}]"
AZgQN2AjQ0DfBZIF2SIX,java:S1598,CRITICAL,Jayak-Patel_spring-integration-samples:intermediate/retry-and-more/src/main/java/org/springframework/integration/samples/advice/StatefulRetryDemo.java,Jayak-Patel_spring-integration-samples,85e34fae419186e479f8aa36d9b67421,"File path ""/tmp/clone679835341612839641/intermediate/retry-and-more/src/main/java/org/springframework/integration/samples/advice"" should match package name ""org.springframework.integration.sts"". Move the file or change the package name.",,OPEN,5min,5min,jayakpatel1@gmail.com,2025-07-15T22:31:22+0000,2025-07-15T22:31:22+0000,,CODE_SMELL,jayak-patel,CONVENTIONAL,CONSISTENT,"[""pitfall""]","[{""softwareQuality"": ""MAINTAINABILITY"", ""severity"": ""HIGH""}]"
AZgQN1_5Q0DfBZIF2SIS,java:S1598,CRITICAL,Jayak-Patel_spring-integration-samples:intermediate/retry-and-more/src/main/java/org/springframework/integration/samples/advice/StatelessRetryDemo.java,Jayak-Patel_spring-integration-samples,85e34fae419186e479f8aa36d9b67421,"File path ""/tmp/clone679835341612839641/intermediate/retry-and-more/src/main/java/org/springframework/integration/samples/advice"" should match package name ""org.springframework.integration.sts"". Move the file or change the package name.",,OPEN,5min,5min,jayakpatel1@gmail.com,2025-07-15T22:31:22+0000,2025-07-15T22:31:22+0000,,CODE_SMELL,jayak-patel,CONVENTIONAL,CONSISTENT,"[""pitfall""]","[{""softwareQuality"": ""MAINTAINABILITY"", ""severity"": ""HIGH""}]"
